date,source,comment_source,content,mentioned_stocks,mentioned_sectors,value_reason,include_in_logic,note,time,platform,parent_type,parent_title,commenter,parent_id,parent_url,parent_cover,comment_id,comment_time,include_status,sentiment,action_note,value_score,is_selected
2026-05-17,lihongjuan,娟姐群聊 12:06,今天看看利通和剑桥的修复预期，但是也只能5日线低吸，昨天利通水下我拿了一点点先手，价格贵看不上的可以观望。然后看了一圈碳化硅，然后发现英唐智控这个不错，逻辑也比较硬，今天应该会打一层底仓。另外京运通底部放量，筹码集中度较高。技术面的票海昌新材。,京运通(601908),,群聊原话已识别股票线索：京运通(601908)；情绪=bullish。,是,creator=娟姐; source=李主任的兵😄群聊,,,,,,,,,,,,,,,
2026-05-17,lihongjuan,娟姐群聊 12:06,今天看看利通和剑桥的修复预期，但是也只能5日线低吸，昨天利通水下我拿了一点点先手，价格贵看不上的可以观望。然后看了一圈碳化硅，然后发现英唐智控这个不错，逻辑也比较硬，今天应该会打一层底仓。另外京运通底部放量，筹码集中度较高。技术面的票海昌新材。,海昌新材(300885),,群聊原话已识别股票线索：海昌新材(300885)；情绪=bullish。,是,creator=娟姐; source=李主任的兵😄群聊,,,,,,,,,,,,,,,
2026-05-17,wangduoyu,抖音评论 12:34,永和股份，三美股份，昊华科技，拿一周,三美股份(603379);永和股份(605020),,三美股份(603379) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 看多，当前判断：保留观察。；永和股份(605020) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 看多，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=5; reply=3; source_type=comment; yeren_signal_id=; parent_comment_text=,12:34,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,📈念远,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640714582495953701,12:34,待确认,看多,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 12:23,包是中欣氟材啊，大概率还是一字，不是一字开板就进,中欣氟材(002915),,中欣氟材(002915) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=2; reply=4; source_type=comment; yeren_signal_id=; parent_comment_text=,12:23,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,有我在yk,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640711513304908595,12:23,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 11:26,002298[呲牙],中电鑫龙(002298),,中电鑫龙(002298) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=3; reply=2; source_type=comment; yeren_signal_id=; parent_comment_text=,11:26,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,小黑龙,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640696814408991524,11:26,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 13:15,青龙管业感觉要突破了[灵机一动][灵机一动][灵机一动],青龙管业(002457),,青龙管业(002457) 被提及 2 次，有效评论 2 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:15,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,不负遇见💦,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640725059711730469,13:15,待确认,中性,自动映射到抖音视频评论池。,6.9,false
2026-05-17,wangduoyu,抖音评论 11:30,华工科技,华工科技(000988),,华工科技(000988) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=2; reply=5; source_type=comment; yeren_signal_id=; parent_comment_text=,11:30,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,Silas_森屿,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640697938276500261,11:30,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 12:22,"中国长城怎么看 还能拿嘛[尬笑]
两个跌停了[尬笑][尬笑] 最高进的",中国长城(000066),,中国长城(000066) 被提及 2 次，有效评论 2 条，来源 1 个，单视频线索，情绪 谨慎，当前判断：偏风险观察。,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=2; source_type=comment; yeren_signal_id=; parent_comment_text=,12:22,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,甜心♥小公举,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640711358111990538,12:22,未纳入,谨慎,自动映射到抖音视频评论池。,6.3,false
2026-05-17,wangduoyu,抖音评论 11:35,深科技暴涨[黄脸祈祷][黄脸祈祷][黄脸祈祷],深科技(000021),,深科技(000021) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=4; source_type=comment; yeren_signal_id=; parent_comment_text=,11:35,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,咔吱,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640699304651260709,11:35,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 12:08,数据港,数据港(603881),,数据港(603881) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=5; source_type=comment; yeren_signal_id=; parent_comment_text=,12:08,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,观日落🌇,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640707712528450353,12:08,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 11:49,多氟多，天赐，天际，杉杉，排队上,多氟多(002407),,多氟多(002407) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=10; reply=7; source_type=comment; yeren_signal_id=; parent_comment_text=,11:49,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,啊biu,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640702904550310682,11:49,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 13:23,中天能涨停吗,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:23,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,吾语,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640727129151832889,13:23,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 12:30,豫能控股能不能周一让我解套,豫能控股(001896),,豫能控股(001896) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 谨慎，当前判断：偏风险观察。,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=4; source_type=comment; yeren_signal_id=; parent_comment_text=,12:30,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,冯兰兰,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640713370789839653,12:30,未纳入,谨慎,自动映射到抖音视频评论池。,5.9,false
2026-05-17,wangduoyu,抖音评论 11:35,买了天汽模,天汽模(002510),,天汽模(002510) 被提及 2 次，有效评论 2 条，来源 1 个，单视频线索，情绪 看多，当前判断：已进入推荐候选。,是,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=3; source_type=comment; yeren_signal_id=; parent_comment_text=,11:35,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,妞他爸,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640699258426229554,11:35,已纳入,看多,自动映射到抖音视频评论池。,7.7,true
2026-05-17,wangduoyu,抖音评论 12:15,巨力索具[舔屏]你会回来的,巨力索具(002342),,巨力索具(002342) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=6; reply=4; source_type=comment; yeren_signal_id=; parent_comment_text=,12:15,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,笨小孩,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640709528363680539,12:15,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 12:34,合力泰估计会反弹起稳,合力泰(002217),消费电子;光学光电子,合力泰(002217) 被提及 2 次，有效评论 2 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=3; source_type=comment; yeren_signal_id=; parent_comment_text=,12:34,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,尽兴i,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640714576829580089,12:34,待确认,中性,自动映射到抖音视频评论池。,6.9,false
2026-05-17,wangduoyu,抖音评论 13:23,顺景科技低开有没有进的[看],,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:23,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,小虾没长心,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640727129110856485,13:23,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 11:25,锂矿下周起飞,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=5; source_type=comment; yeren_signal_id=; parent_comment_text=,11:25,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,恒,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640696652983386895,11:25,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:21,汉缆股份。,汉缆股份(002498),,汉缆股份(002498) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:21,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,向往,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640726523952546597,13:21,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 11:59,有没有周五听了个大哥说的进了巨石的，说周五百分百涨的，全仓吃了个跌停[尬笑],,,评论热度较高，但暂未自动识别到明确股票线索，保留人工复核。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=6; source_type=comment; yeren_signal_id=; parent_comment_text=,11:59,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,初颜头疗·美容美发官方号,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640705488514728761,11:59,待确认,中性,自动映射到抖音视频评论池。,6.2,false
2026-05-17,wangduoyu,抖音评论 12:31,利好 巨力 地天板,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=3; source_type=comment; yeren_signal_id=; parent_comment_text=,12:31,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,capybara,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640713772939723578,12:31,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 11:26,巨轮 [比心][比心][比心]机器人风口 再炒一波ai物理,机器人(300024),,机器人(300024) 被提及 9 次，有效评论 9 条，来源 1 个，单视频线索，情绪 中性，当前判断：已进入推荐候选。,是,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=3; reply=7; source_type=comment; yeren_signal_id=; parent_comment_text=,11:26,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,🌈鸿运当头,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640696967622755082,11:26,已纳入,中性,自动映射到抖音视频评论池。,9.6,true
2026-05-17,wangduoyu,抖音评论 12:59,通达跌停进的，第二天又是跌停[发呆],,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=2; reply=1; source_type=comment; yeren_signal_id=; parent_comment_text=,12:59,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,W·,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640720800987185966,12:59,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:21,stgf，nwrj，M10止损,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:21,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,白了个蓝,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640726500723245883,13:21,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:10,华电能源明天低开进[赞][赞][赞][赞][赞],华电能源(600726),,华电能源(600726) 被提及 2 次，有效评论 2 条，来源 1 个，单视频线索，情绪 中性，当前判断：已进入推荐候选。,是,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=2; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:10,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,1771492178,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640723807509988145,13:10,已纳入,中性,自动映射到抖音视频评论池。,7.7,true
2026-05-17,wangduoyu,抖音评论 13:12,立昂微，特发信息，晋控电力有没有在的[无语流汗],特发信息(000070);晋控电力(000767);立昂微(605358),,特发信息(000070) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。；晋控电力(000767) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。；立昂微(605358) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=2; reply=1; source_type=comment; yeren_signal_id=; parent_comment_text=,13:12,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,君临天下,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640724333304791858,13:12,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 13:20,在双良节能,双良节能(600481),,双良节能(600481) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:20,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,久龙 三角带 轴承 输送带,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640726286360707877,13:20,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 11:26,博云[暗中观察]，上一个我说卓郎,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=3; reply=5; source_type=comment; yeren_signal_id=; parent_comment_text=,11:26,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,每周赚2000+第N次,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640696900278436645,11:26,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 12:24,五月小队 已经78人了 还有人一起吗,,,评论热度较高，但暂未自动识别到明确股票线索，保留人工复核。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=3; reply=40; source_type=comment; yeren_signal_id=; parent_comment_text=,12:24,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,淑淑,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640711813840093989,12:24,待确认,中性,自动映射到抖音视频评论池。,6.2,false
2026-05-17,wangduoyu,抖音评论 12:55,还是要回到算电协同的，协鑫能K，最标准的核心，,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=1; source_type=comment; yeren_signal_id=; parent_comment_text=,12:55,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,朝广,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640719973321622330,12:55,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 11:55,还在杉杉硬抗，短线的别来，拿的住才能吃肉,,,评论热度较高，但暂未自动识别到明确股票线索，保留人工复核。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=2; reply=12; source_type=comment; yeren_signal_id=; parent_comment_text=,11:55,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,煤基厨灶油小张,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640704292589273893,11:55,待确认,中性,自动映射到抖音视频评论池。,6.2,false
2026-05-17,wangduoyu,抖音评论 13:21,4月就给你说了浪潮，5月给你3花，想吃特产[黄脸干杯],,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=1; reply=1; source_type=comment; yeren_signal_id=; parent_comment_text=,13:21,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,九七🐮,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640726626095891249,13:21,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:25,又，绿[捂脸],,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:25,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,更好一年,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640727730887361343,13:25,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:25,算电 方向,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:25,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,遇见伱,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640727704224056102,13:25,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:21,貌似有点3800见的意思,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:21,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,宋你一朵小红花🌸,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640726586086064933,13:21,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:19,昂利康[呲牙],昂利康(002940),,昂利康(002940) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:19,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,坏坏,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640726021013144320,13:19,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-17,wangduoyu,抖音评论 13:17,汉缆,,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:17,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,`,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640725454278099718,13:17,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:16,煤化工，电力，小家电，猪肉我去这四个地方，有认同的嘛[捂脸],,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,13:16,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,小泽小雯,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640725194143482661,13:16,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-17,wangduoyu,抖音评论 13:15,巨力的好兄弟来集合啦[苦涩][图片表情],,,,否,video_id=7640694743189506289; video_url=https://www.douyin.com/video/7640694743189506289; creator=王多于-股之子; like=0; reply=1; source_type=comment; yeren_signal_id=; parent_comment_text=,13:15,抖音评论,video,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,哦耶耶,7640694743189506289,https://www.douyin.com/video/7640694743189506289,,7640724998454395697,13:15,未纳入,中性,自动映射到抖音视频评论池。,,false
